trainSize,testSize,dimention,selRatio,model,measure,value,method,dataset,noise,train_seed,fullset_value
220,275,4,0.2,NeuralNet,auc,1,byVoronoiFilter02,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,auc,1,byVoronoiFilter02,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,auc,1,byVoronoiFilter02,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,auc,0.961410741,byVoronoiFilter02,banana,na,1,0.967461783
848,1060,2,0.2,NeuralNet,auc,0.967778533,byVoronoiFilter02,banana,na,2,0.973949175
848,1060,2,0.2,NeuralNet,auc,0.94530833,byVoronoiFilter02,banana,na,3,0.97520375
848,1060,2,0.2,NeuralNet,auc,0.955519718,byVoronoiFilter02,banana,na,4,0.970329643
848,1060,2,0.2,NeuralNet,auc,0.960040748,byVoronoiFilter02,banana,na,5,0.966429207
1249,1561,25,0.2,NeuralNet,auc,0.881066045,byVoronoiFilter02,colleges,na,1,0.919072852
1249,1561,25,0.2,NeuralNet,auc,0.868440945,byVoronoiFilter02,colleges,na,2,0.920087213
1248,1561,25,0.2,NeuralNet,auc,0.896552329,byVoronoiFilter02,colleges,na,3,0.923588305
1249,1561,25,0.2,NeuralNet,auc,0.898487399,byVoronoiFilter02,colleges,na,4,0.928894619
1249,1561,25,0.2,NeuralNet,auc,0.905831573,byVoronoiFilter02,colleges,na,5,0.93011627
2397,2996,14,0.2,NeuralNet,auc,0.915675093,byVoronoiFilter02,eegEyeState,na,1,0.989263721
2397,2996,14,0.2,NeuralNet,auc,0.830105753,byVoronoiFilter02,eegEyeState,na,2,0.956299207
2397,2996,14,0.2,NeuralNet,auc,0.847179585,byVoronoiFilter02,eegEyeState,na,3,0.962644762
2397,2996,14,0.2,NeuralNet,auc,0.905720909,byVoronoiFilter02,eegEyeState,na,4,0.988648944
2396,2996,14,0.2,NeuralNet,auc,0.858412582,byVoronoiFilter02,eegEyeState,na,5,0.961389188
1477,1846,7,0.2,NeuralNet,auc,0.988144639,byVoronoiFilter02,employee_salaries,na,1,0.994559047
1476,1846,7,0.2,NeuralNet,auc,0.986921696,byVoronoiFilter02,employee_salaries,na,2,0.997185219
1476,1846,7,0.2,NeuralNet,auc,0.991919218,byVoronoiFilter02,employee_salaries,na,3,0.99746112
1476,1846,7,0.2,NeuralNet,auc,0.991778673,byVoronoiFilter02,employee_salaries,na,4,0.996487911
1476,1846,7,0.2,NeuralNet,auc,0.992036746,byVoronoiFilter02,employee_salaries,na,5,0.997324047
1300,1625,18,0.2,NeuralNet,auc,0.999664083,byVoronoiFilter02,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,auc,0.999657345,byVoronoiFilter02,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,auc,0.999954483,byVoronoiFilter02,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,auc,0.999681792,byVoronoiFilter02,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,auc,0.98226418,byVoronoiFilter02,ringnorm,na,1,0.994685281
1184,1480,20,0.2,NeuralNet,auc,0.984546099,byVoronoiFilter02,ringnorm,na,2,0.994764082
1184,1480,20,0.2,NeuralNet,auc,0.978641873,byVoronoiFilter02,ringnorm,na,3,0.996051086
1184,1480,20,0.2,NeuralNet,auc,0.986555266,byVoronoiFilter02,ringnorm,na,4,0.993832808
1184,1480,20,0.2,NeuralNet,auc,0.986375076,byVoronoiFilter02,ringnorm,na,5,0.996838213
1184,1480,20,0.2,NeuralNet,auc,0.998230069,byVoronoiFilter02,twonorm,na,1,0.998251988
1184,1480,20,0.2,NeuralNet,auc,0.99793639,byVoronoiFilter02,twonorm,na,2,0.99790717
1184,1480,20,0.2,NeuralNet,auc,0.997978491,byVoronoiFilter02,twonorm,na,3,0.99792183
1184,1480,20,0.2,NeuralNet,auc,0.997871975,byVoronoiFilter02,twonorm,na,4,0.997897548
1184,1480,20,0.2,NeuralNet,auc,0.998056688,byVoronoiFilter02,twonorm,na,5,0.998005549
2560,3200,8,0.2,NeuralNet,auc,0.804546099,byVoronoiFilter02,url_spam,na,1,0.910847073
2560,3200,8,0.2,NeuralNet,auc,0.826880185,byVoronoiFilter02,url_spam,na,2,0.915332274
2560,3200,8,0.2,NeuralNet,auc,0.833326497,byVoronoiFilter02,url_spam,na,3,0.921802147
2560,3200,8,0.2,NeuralNet,auc,0.821579733,byVoronoiFilter02,url_spam,na,4,0.916202411
2560,3200,8,0.2,NeuralNet,auc,0.818827097,byVoronoiFilter02,url_spam,na,5,0.916111814
219,275,4,0.2,NeuralNet,f1,0.967213115,byAC,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,f1,0.925490196,byAC,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,f1,0.908163265,byAC,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,f1,0.947826087,byAC,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,f1,0.962121212,byAC,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,f1,0.846774194,byAC,banana,na,1,0.890774125
848,1060,2,0.2,NeuralNet,f1,0.780821918,byAC,banana,na,2,0.896995708
848,1060,2,0.2,NeuralNet,f1,0.82194617,byAC,banana,na,3,0.89010989
848,1060,2,0.2,NeuralNet,f1,0.796857464,byAC,banana,na,4,0.882028666
848,1060,2,0.2,NeuralNet,f1,0.813835198,byAC,banana,na,5,0.874734607
1249,1561,25,0.2,NeuralNet,f1,0.684994273,byAC,colleges,na,1,0.774647887
1249,1561,25,0.2,NeuralNet,f1,0.723913043,byAC,colleges,na,2,0.774678112
1248,1561,25,0.2,NeuralNet,f1,0.665882353,byAC,colleges,na,3,0.76056338
1249,1561,25,0.2,NeuralNet,f1,0.736051502,byAC,colleges,na,4,0.795530726
1249,1561,25,0.2,NeuralNet,f1,0.73354232,byAC,colleges,na,5,0.799200799
2397,2996,14,0.2,NeuralNet,f1,0.839506173,byAC,eegEyeState,na,1,0.950977444
2397,2996,14,0.2,NeuralNet,f1,0.749262537,byAC,eegEyeState,na,2,0.894593778
2397,2996,14,0.2,NeuralNet,f1,0.770689655,byAC,eegEyeState,na,3,0.905469679
2397,2996,14,0.2,NeuralNet,f1,0.833732057,byAC,eegEyeState,na,4,0.950749465
2396,2996,14,0.2,NeuralNet,f1,0.789716927,byAC,eegEyeState,na,5,0.898178561
1477,1846,7,0.2,NeuralNet,f1,0.879227053,byAC,employee_salaries,na,1,0.920489297
1476,1846,7,0.2,NeuralNet,f1,0.923875433,byAC,employee_salaries,na,2,0.951260504
1476,1846,7,0.2,NeuralNet,f1,0.916256158,byAC,employee_salaries,na,3,0.940789474
1476,1846,7,0.2,NeuralNet,f1,0.884169884,byAC,employee_salaries,na,4,0.935251799
1476,1846,7,0.2,NeuralNet,f1,0.886247878,byAC,employee_salaries,na,5,0.939490446
1300,1625,18,0.2,NeuralNet,f1,0.964370546,byAC,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,f1,0.965432099,byAC,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,f1,0.938596491,byAC,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,f1,0.975851393,byAC,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,f1,0.924403183,byAC,ringnorm,na,1,0.96875
1184,1480,20,0.2,NeuralNet,f1,0.927862343,byAC,ringnorm,na,2,0.961325967
1184,1480,20,0.2,NeuralNet,f1,0.923392613,byAC,ringnorm,na,3,0.96868476
1184,1480,20,0.2,NeuralNet,f1,0.920132013,byAC,ringnorm,na,4,0.964529332
1184,1480,20,0.2,NeuralNet,f1,0.923566879,byAC,ringnorm,na,5,0.970588235
1184,1480,20,0.2,NeuralNet,f1,0.980848153,byAC,twonorm,na,1,0.979508197
1184,1480,20,0.2,NeuralNet,f1,0.975250836,byAC,twonorm,na,2,0.975935829
1184,1480,20,0.2,NeuralNet,f1,0.971898561,byAC,twonorm,na,3,0.976551724
1184,1480,20,0.2,NeuralNet,f1,0.979347102,byAC,twonorm,na,4,0.980705256
1184,1480,20,0.2,NeuralNet,f1,0.974570447,byAC,twonorm,na,5,0.977474403
2560,3200,8,0.2,NeuralNet,f1,0.74663326,byAC,url_spam,na,1,0.847904192
2560,3200,8,0.2,NeuralNet,f1,0.655715722,byAC,url_spam,na,2,0.851851852
2560,3200,8,0.2,NeuralNet,f1,0.623525206,byAC,url_spam,na,3,0.860729229
2560,3200,8,0.2,NeuralNet,f1,0.718528083,byAC,url_spam,na,4,0.865102639
2560,3200,8,0.2,NeuralNet,f1,0.668912092,byAC,url_spam,na,5,0.860811205
219,275,4,0.2,NeuralNet,f1,0.917431193,byFreq,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,f1,0.939759036,byFreq,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,f1,0.971153846,byFreq,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,f1,0.951111111,byFreq,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,f1,0.928270042,byFreq,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,f1,0.159874608,byFreq,banana,na,1,0.890774125
848,1060,2,0.2,NeuralNet,f1,0.190938511,byFreq,banana,na,2,0.896995708
848,1060,2,0.2,NeuralNet,f1,0.235751295,byFreq,banana,na,3,0.89010989
848,1060,2,0.2,NeuralNet,f1,0.205804749,byFreq,banana,na,4,0.882028666
848,1060,2,0.2,NeuralNet,f1,0.140252454,byFreq,banana,na,5,0.874734607
1249,1561,25,0.2,NeuralNet,f1,0.240585774,byFreq,colleges,na,1,0.774647887
1249,1561,25,0.2,NeuralNet,f1,0.239215686,byFreq,colleges,na,2,0.774678112
1248,1561,25,0.2,NeuralNet,f1,0.21025641,byFreq,colleges,na,3,0.76056338
1249,1561,25,0.2,NeuralNet,f1,0.231038506,byFreq,colleges,na,4,0.795530726
1249,1561,25,0.2,NeuralNet,f1,0.239350913,byFreq,colleges,na,5,0.799200799
2397,2996,14,0.2,NeuralNet,f1,0.565151971,byFreq,eegEyeState,na,1,0.950977444
2397,2996,14,0.2,NeuralNet,f1,0.457433291,byFreq,eegEyeState,na,2,0.894593778
2397,2996,14,0.2,NeuralNet,f1,0.461780434,byFreq,eegEyeState,na,3,0.905469679
2397,2996,14,0.2,NeuralNet,f1,0.612951358,byFreq,eegEyeState,na,4,0.950749465
2396,2996,14,0.2,NeuralNet,f1,0.449651678,byFreq,eegEyeState,na,5,0.898178561
1477,1846,7,0.2,NeuralNet,f1,0.869281046,byFreq,employee_salaries,na,1,0.920489297
1476,1846,7,0.2,NeuralNet,f1,0.896057348,byFreq,employee_salaries,na,2,0.951260504
1476,1846,7,0.2,NeuralNet,f1,0.920689655,byFreq,employee_salaries,na,3,0.940789474
1476,1846,7,0.2,NeuralNet,f1,0.845559846,byFreq,employee_salaries,na,4,0.935251799
1476,1846,7,0.2,NeuralNet,f1,0.869127517,byFreq,employee_salaries,na,5,0.939490446
1300,1625,18,0.2,NeuralNet,f1,1,byFreq,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,f1,1,byFreq,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,f1,1,byFreq,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,f1,1,byFreq,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,f1,0.813287514,byFreq,ringnorm,na,1,0.96875
1184,1480,20,0.2,NeuralNet,f1,0.828188701,byFreq,ringnorm,na,2,0.961325967
1184,1480,20,0.2,NeuralNet,f1,0.814814815,byFreq,ringnorm,na,3,0.96868476
1184,1480,20,0.2,NeuralNet,f1,0.805587893,byFreq,ringnorm,na,4,0.964529332
1184,1480,20,0.2,NeuralNet,f1,0.830316742,byFreq,ringnorm,na,5,0.970588235
1184,1480,20,0.2,NeuralNet,f1,0.978171896,byFreq,twonorm,na,1,0.979508197
1184,1480,20,0.2,NeuralNet,f1,0.977272727,byFreq,twonorm,na,2,0.975935829
1184,1480,20,0.2,NeuralNet,f1,0.977257064,byFreq,twonorm,na,3,0.976551724
1184,1480,20,0.2,NeuralNet,f1,0.979347102,byFreq,twonorm,na,4,0.980705256
1184,1480,20,0.2,NeuralNet,f1,0.976043806,byFreq,twonorm,na,5,0.977474403
2560,3200,8,0.2,NeuralNet,f1,0.178745531,byFreq,url_spam,na,1,0.847904192
2560,3200,8,0.2,NeuralNet,f1,0.181584031,byFreq,url_spam,na,2,0.851851852
2560,3200,8,0.2,NeuralNet,f1,0.217581047,byFreq,url_spam,na,3,0.860729229
2560,3200,8,0.2,NeuralNet,f1,0.204388715,byFreq,url_spam,na,4,0.865102639
2560,3200,8,0.2,NeuralNet,f1,0.174276527,byFreq,url_spam,na,5,0.860811205
219,275,4,0.2,NeuralNet,f1,0.987447699,byVoronoiFilter02,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,f1,0.981412639,byVoronoiFilter02,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,f1,0.995348837,byVoronoiFilter02,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,f1,0.995744681,byVoronoiFilter02,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,f1,1,byVoronoiFilter02,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,f1,0.8891258,byVoronoiFilter02,banana,na,1,0.890774125
848,1060,2,0.2,NeuralNet,f1,0.88165038,byVoronoiFilter02,banana,na,2,0.896995708
848,1060,2,0.2,NeuralNet,f1,0.89571899,byVoronoiFilter02,banana,na,3,0.89010989
848,1060,2,0.2,NeuralNet,f1,0.87793953,byVoronoiFilter02,banana,na,4,0.882028666
848,1060,2,0.2,NeuralNet,f1,0.878885316,byVoronoiFilter02,banana,na,5,0.874734607
1249,1561,25,0.2,NeuralNet,f1,0.730941704,byVoronoiFilter02,colleges,na,1,0.774647887
1249,1561,25,0.2,NeuralNet,f1,0.714285714,byVoronoiFilter02,colleges,na,2,0.774678112
1248,1561,25,0.2,NeuralNet,f1,0.725118483,byVoronoiFilter02,colleges,na,3,0.76056338
1249,1561,25,0.2,NeuralNet,f1,0.698492462,byVoronoiFilter02,colleges,na,4,0.795530726
1249,1561,25,0.2,NeuralNet,f1,0.715393134,byVoronoiFilter02,colleges,na,5,0.799200799
2397,2996,14,0.2,NeuralNet,f1,0.874748056,byVoronoiFilter02,eegEyeState,na,1,0.950977444
2397,2996,14,0.2,NeuralNet,f1,0.803717263,byVoronoiFilter02,eegEyeState,na,2,0.894593778
2397,2996,14,0.2,NeuralNet,f1,0.809784173,byVoronoiFilter02,eegEyeState,na,3,0.905469679
2397,2996,14,0.2,NeuralNet,f1,0.861626248,byVoronoiFilter02,eegEyeState,na,4,0.950749465
2396,2996,14,0.2,NeuralNet,f1,0.824471126,byVoronoiFilter02,eegEyeState,na,5,0.898178561
1477,1846,7,0.2,NeuralNet,f1,0.868462758,byVoronoiFilter02,employee_salaries,na,1,0.920489297
1476,1846,7,0.2,NeuralNet,f1,0.882051282,byVoronoiFilter02,employee_salaries,na,2,0.951260504
1476,1846,7,0.2,NeuralNet,f1,0.898360656,byVoronoiFilter02,employee_salaries,na,3,0.940789474
1476,1846,7,0.2,NeuralNet,f1,0.886029412,byVoronoiFilter02,employee_salaries,na,4,0.935251799
1476,1846,7,0.2,NeuralNet,f1,0.905844156,byVoronoiFilter02,employee_salaries,na,5,0.939490446
1300,1625,18,0.2,NeuralNet,f1,0.993637941,byVoronoiFilter02,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,f1,0.992874109,byVoronoiFilter02,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,f1,0.99527745,byVoronoiFilter02,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,f1,0.992192192,byVoronoiFilter02,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,f1,0.938999315,byVoronoiFilter02,ringnorm,na,1,0.96875
1184,1480,20,0.2,NeuralNet,f1,0.937631395,byVoronoiFilter02,ringnorm,na,2,0.961325967
1184,1480,20,0.2,NeuralNet,f1,0.92264017,byVoronoiFilter02,ringnorm,na,3,0.96868476
1184,1480,20,0.2,NeuralNet,f1,0.938920455,byVoronoiFilter02,ringnorm,na,4,0.964529332
1184,1480,20,0.2,NeuralNet,f1,0.944107744,byVoronoiFilter02,ringnorm,na,5,0.970588235
1184,1480,20,0.2,NeuralNet,f1,0.980821918,byVoronoiFilter02,twonorm,na,1,0.979508197
1184,1480,20,0.2,NeuralNet,f1,0.975151108,byVoronoiFilter02,twonorm,na,2,0.975935829
1184,1480,20,0.2,NeuralNet,f1,0.97716263,byVoronoiFilter02,twonorm,na,3,0.976551724
1184,1480,20,0.2,NeuralNet,f1,0.979347102,byVoronoiFilter02,twonorm,na,4,0.980705256
1184,1480,20,0.2,NeuralNet,f1,0.977443609,byVoronoiFilter02,twonorm,na,5,0.977474403
2560,3200,8,0.2,NeuralNet,f1,0.783875969,byVoronoiFilter02,url_spam,na,1,0.847904192
2560,3200,8,0.2,NeuralNet,f1,0.794537554,byVoronoiFilter02,url_spam,na,2,0.851851852
2560,3200,8,0.2,NeuralNet,f1,0.791821561,byVoronoiFilter02,url_spam,na,3,0.860729229
2560,3200,8,0.2,NeuralNet,f1,0.795099541,byVoronoiFilter02,url_spam,na,4,0.865102639
2560,3200,8,0.2,NeuralNet,f1,0.800490346,byVoronoiFilter02,url_spam,na,5,0.860811205
219,275,4,0.2,NeuralNet,time(s),9.500587225,byAC,BankNote_Authentication,na,1,163.9905224
220,275,4,0.2,NeuralNet,time(s),9.719012976,byAC,BankNote_Authentication,na,2,165.2631216
220,275,4,0.2,NeuralNet,time(s),9.70305562,byAC,BankNote_Authentication,na,3,167.5350444
220,275,4,0.2,NeuralNet,time(s),9.650197029,byAC,BankNote_Authentication,na,4,164.686661
220,275,4,0.2,NeuralNet,time(s),9.259242535,byAC,BankNote_Authentication,na,5,167.4412954
848,1060,2,0.2,NeuralNet,time(s),76.97717309,byAC,banana,na,1,1602.112276
848,1060,2,0.2,NeuralNet,time(s),74.48185015,byAC,banana,na,2,1565.84026
848,1060,2,0.2,NeuralNet,time(s),97.8882637,byAC,banana,na,3,1548.079749
848,1060,2,0.2,NeuralNet,time(s),77.35716009,byAC,banana,na,4,1565.716591
848,1060,2,0.2,NeuralNet,time(s),84.76934242,byAC,banana,na,5,1557.772831
1249,1561,25,0.2,NeuralNet,time(s),102.8419316,byAC,colleges,na,1,2056.361932
1249,1561,25,0.2,NeuralNet,time(s),96.96166086,byAC,colleges,na,2,2056.114592
1248,1561,25,0.2,NeuralNet,time(s),105.749156,byAC,colleges,na,3,1986.202585
1249,1561,25,0.2,NeuralNet,time(s),102.1916714,byAC,colleges,na,4,2025.995153
1249,1561,25,0.2,NeuralNet,time(s),102.305351,byAC,colleges,na,5,2052.619938
2397,2996,14,0.2,NeuralNet,time(s),315.3763783,byAC,eegEyeState,na,1,7295.476895
2397,2996,14,0.2,NeuralNet,time(s),272.4920928,byAC,eegEyeState,na,2,6541.49776
2397,2996,14,0.2,NeuralNet,time(s),256.6135693,byAC,eegEyeState,na,3,6590.038913
2397,2996,14,0.2,NeuralNet,time(s),540.4084275,byAC,eegEyeState,na,4,7271.399276
2396,2996,14,0.2,NeuralNet,time(s),301.1155009,byAC,eegEyeState,na,5,6623.448517
1477,1846,7,0.2,NeuralNet,time(s),166.1027479,byAC,employee_salaries,na,1,1579.646147
1476,1846,7,0.2,NeuralNet,time(s),186.5131602,byAC,employee_salaries,na,2,1597.646005
1476,1846,7,0.2,NeuralNet,time(s),193.5802848,byAC,employee_salaries,na,3,1631.558304
1476,1846,7,0.2,NeuralNet,time(s),189.7255661,byAC,employee_salaries,na,4,1579.298076
1476,1846,7,0.2,NeuralNet,time(s),173.3334093,byAC,employee_salaries,na,5,1651.610673
1300,1625,18,0.2,NeuralNet,time(s),45.85435915,byAC,mushroom,na,2,475.8682644
1300,1625,18,0.2,NeuralNet,time(s),44.48801446,byAC,mushroom,na,3,492.3023088
1300,1625,18,0.2,NeuralNet,time(s),44.11600757,byAC,mushroom,na,4,476.7329488
1300,1625,18,0.2,NeuralNet,time(s),45.82344198,byAC,mushroom,na,5,479.5583944
1184,1480,20,0.2,NeuralNet,time(s),89.13144636,byAC,ringnorm,na,1,1479.242926
1184,1480,20,0.2,NeuralNet,time(s),91.22284913,byAC,ringnorm,na,2,1495.403674
1184,1480,20,0.2,NeuralNet,time(s),91.74146056,byAC,ringnorm,na,3,1492.013746
1184,1480,20,0.2,NeuralNet,time(s),89.51741385,byAC,ringnorm,na,4,1473.641916
1184,1480,20,0.2,NeuralNet,time(s),90.32425451,byAC,ringnorm,na,5,1493.342192
1184,1480,20,0.2,NeuralNet,time(s),64.52630043,byAC,twonorm,na,1,645.5003707
1184,1480,20,0.2,NeuralNet,time(s),61.83350778,byAC,twonorm,na,2,624.314074
1184,1480,20,0.2,NeuralNet,time(s),61.12739801,byAC,twonorm,na,3,649.7480016
1184,1480,20,0.2,NeuralNet,time(s),50.67537165,byAC,twonorm,na,4,631.2624772
1184,1480,20,0.2,NeuralNet,time(s),55.97618318,byAC,twonorm,na,5,631.9805543
2560,3200,8,0.2,NeuralNet,time(s),387.2771683,byAC,url_spam,na,1,3772.541653
2560,3200,8,0.2,NeuralNet,time(s),346.4853954,byAC,url_spam,na,2,3793.243759
2560,3200,8,0.2,NeuralNet,time(s),330.214081,byAC,url_spam,na,3,3640.700405
2560,3200,8,0.2,NeuralNet,time(s),310.8415337,byAC,url_spam,na,4,3834.405524
2560,3200,8,0.2,NeuralNet,time(s),335.035769,byAC,url_spam,na,5,3597.040147
219,275,4,0.2,NeuralNet,time(s),9.512565374,byFreq,BankNote_Authentication,na,1,163.9905224
220,275,4,0.2,NeuralNet,time(s),9.661168814,byFreq,BankNote_Authentication,na,2,165.2631216
220,275,4,0.2,NeuralNet,time(s),9.834703684,byFreq,BankNote_Authentication,na,3,167.5350444
220,275,4,0.2,NeuralNet,time(s),9.826725245,byFreq,BankNote_Authentication,na,4,164.686661
220,275,4,0.2,NeuralNet,time(s),9.763893127,byFreq,BankNote_Authentication,na,5,167.4412954
848,1060,2,0.2,NeuralNet,time(s),24.05966735,byFreq,banana,na,1,1602.112276
848,1060,2,0.2,NeuralNet,time(s),23.16705537,byFreq,banana,na,2,1565.84026
848,1060,2,0.2,NeuralNet,time(s),24.93632388,byFreq,banana,na,3,1548.079749
848,1060,2,0.2,NeuralNet,time(s),23.78440356,byFreq,banana,na,4,1565.716591
848,1060,2,0.2,NeuralNet,time(s),23.95793891,byFreq,banana,na,5,1557.772831
1249,1561,25,0.2,NeuralNet,time(s),92.75192165,byFreq,colleges,na,1,2056.361932
1249,1561,25,0.2,NeuralNet,time(s),91.14422011,byFreq,colleges,na,2,2056.114592
1248,1561,25,0.2,NeuralNet,time(s),91.84035802,byFreq,colleges,na,3,1986.202585
1249,1561,25,0.2,NeuralNet,time(s),88.64191389,byFreq,colleges,na,4,2025.995153
1249,1561,25,0.2,NeuralNet,time(s),92.72698617,byFreq,colleges,na,5,2052.619938
2397,2996,14,0.2,NeuralNet,time(s),357.3261662,byFreq,eegEyeState,na,1,7295.476895
2397,2996,14,0.2,NeuralNet,time(s),321.1908271,byFreq,eegEyeState,na,2,6541.49776
2397,2996,14,0.2,NeuralNet,time(s),333.2725084,byFreq,eegEyeState,na,3,6590.038913
2397,2996,14,0.2,NeuralNet,time(s),476.2131469,byFreq,eegEyeState,na,4,7271.399276
2396,2996,14,0.2,NeuralNet,time(s),331.391541,byFreq,eegEyeState,na,5,6623.448517
1477,1846,7,0.2,NeuralNet,time(s),210.7702823,byFreq,employee_salaries,na,1,1579.646147
1476,1846,7,0.2,NeuralNet,time(s),208.9292064,byFreq,employee_salaries,na,2,1597.646005
1476,1846,7,0.2,NeuralNet,time(s),216.0182478,byFreq,employee_salaries,na,3,1631.558304
1476,1846,7,0.2,NeuralNet,time(s),212.9314852,byFreq,employee_salaries,na,4,1579.298076
1476,1846,7,0.2,NeuralNet,time(s),206.9903924,byFreq,employee_salaries,na,5,1651.610673
1300,1625,18,0.2,NeuralNet,time(s),55.27117443,byFreq,mushroom,na,2,475.8682644
1300,1625,18,0.2,NeuralNet,time(s),55.8286829,byFreq,mushroom,na,3,492.3023088
1300,1625,18,0.2,NeuralNet,time(s),56.26152515,byFreq,mushroom,na,4,476.7329488
1300,1625,18,0.2,NeuralNet,time(s),57.88318849,byFreq,mushroom,na,5,479.5583944
1184,1480,20,0.2,NeuralNet,time(s),86.64310551,byFreq,ringnorm,na,1,1479.242926
1184,1480,20,0.2,NeuralNet,time(s),82.80338311,byFreq,ringnorm,na,2,1495.403674
1184,1480,20,0.2,NeuralNet,time(s),78.16380024,byFreq,ringnorm,na,3,1492.013746
1184,1480,20,0.2,NeuralNet,time(s),80.62720275,byFreq,ringnorm,na,4,1473.641916
1184,1480,20,0.2,NeuralNet,time(s),75.51588774,byFreq,ringnorm,na,5,1493.342192
1184,1480,20,0.2,NeuralNet,time(s),73.87428308,byFreq,twonorm,na,1,645.5003707
1184,1480,20,0.2,NeuralNet,time(s),74.66516519,byFreq,twonorm,na,2,624.314074
1184,1480,20,0.2,NeuralNet,time(s),76.41448212,byFreq,twonorm,na,3,649.7480016
1184,1480,20,0.2,NeuralNet,time(s),74.08770943,byFreq,twonorm,na,4,631.2624772
1184,1480,20,0.2,NeuralNet,time(s),74.69708061,byFreq,twonorm,na,5,631.9805543
2560,3200,8,0.2,NeuralNet,time(s),348.1929097,byFreq,url_spam,na,1,3772.541653
2560,3200,8,0.2,NeuralNet,time(s),363.2809737,byFreq,url_spam,na,2,3793.243759
2560,3200,8,0.2,NeuralNet,time(s),369.7305305,byFreq,url_spam,na,3,3640.700405
2560,3200,8,0.2,NeuralNet,time(s),352.876689,byFreq,url_spam,na,4,3834.405524
2560,3200,8,0.2,NeuralNet,time(s),361.1647058,byFreq,url_spam,na,5,3597.040147
219,275,4,0.2,NeuralNet,time(s),9.841685057,byVoronoiFilter02,BankNote_Authentication,na,1,163.9905224
220,275,4,0.2,NeuralNet,time(s),9.902522326,byVoronoiFilter02,BankNote_Authentication,na,2,165.2631216
220,275,4,0.2,NeuralNet,time(s),9.92845273,byVoronoiFilter02,BankNote_Authentication,na,3,167.5350444
220,275,4,0.2,NeuralNet,time(s),9.849663734,byVoronoiFilter02,BankNote_Authentication,na,4,164.686661
220,275,4,0.2,NeuralNet,time(s),9.876625061,byVoronoiFilter02,BankNote_Authentication,na,5,167.4412954
848,1060,2,0.2,NeuralNet,time(s),97.94112301,byVoronoiFilter02,banana,na,1,1602.112276
848,1060,2,0.2,NeuralNet,time(s),92.68617511,byVoronoiFilter02,banana,na,2,1565.84026
848,1060,2,0.2,NeuralNet,time(s),102.1269312,byVoronoiFilter02,banana,na,3,1548.079749
848,1060,2,0.2,NeuralNet,time(s),101.7369738,byVoronoiFilter02,banana,na,4,1565.716591
848,1060,2,0.2,NeuralNet,time(s),98.1964407,byVoronoiFilter02,banana,na,5,1557.772831
1249,1561,25,0.2,NeuralNet,time(s),60.03838992,byVoronoiFilter02,colleges,na,1,2056.361932
1249,1561,25,0.2,NeuralNet,time(s),60.58096576,byVoronoiFilter02,colleges,na,2,2056.114592
1248,1561,25,0.2,NeuralNet,time(s),62.31333375,byVoronoiFilter02,colleges,na,3,1986.202585
1249,1561,25,0.2,NeuralNet,time(s),59.80504251,byVoronoiFilter02,colleges,na,4,2025.995153
1249,1561,25,0.2,NeuralNet,time(s),61.63115716,byVoronoiFilter02,colleges,na,5,2052.619938
2397,2996,14,0.2,NeuralNet,time(s),507.7268505,byVoronoiFilter02,eegEyeState,na,1,7295.476895
